Formula,A_Number,B_Number,C_Number,ABC_sum_Number,ABC_mean_Number,ABC_reduce_Number,ABC_min_Number,ABC_max_Number,ABC_range_Number,A/B_Number,A/C_Number,B/C_Number,A_MendeleevNumber,B_MendeleevNumber,C_MendeleevNumber,ABC_sum_MendeleevNumber,ABC_mean_MendeleevNumber,ABC_reduce_MendeleevNumber,ABC_min_MendeleevNumber,ABC_max_MendeleevNumber,ABC_range_MendeleevNumber,A/B_MendeleevNumber,A/C_MendeleevNumber,B/C_MendeleevNumber,A_AtomicWeight,B_AtomicWeight,C_AtomicWeight,ABC_sum_AtomicWeight,ABC_mean_AtomicWeight,ABC_reduce_AtomicWeight,ABC_min_AtomicWeight,ABC_max_AtomicWeight,ABC_range_AtomicWeight,A/B_AtomicWeight,A/C_AtomicWeight,B/C_AtomicWeight,A_MeltingT,B_MeltingT,C_MeltingT,ABC_sum_MeltingT,ABC_mean_MeltingT,ABC_reduce_MeltingT,ABC_min_MeltingT,ABC_max_MeltingT,ABC_range_MeltingT,A/B_MeltingT,A/C_MeltingT,B/C_MeltingT,A_ Column,B_ Column,C_ Column,ABC_sum_ Column,ABC_mean_ Column,ABC_reduce_ Column,ABC_min_ Column,ABC_max_ Column,ABC_range_ Column,A/B_ Column,A/C_ Column,B/C_ Column,A_Row,B_Row,C_Row,ABC_sum_Row,ABC_mean_Row,ABC_reduce_Row,ABC_min_Row,ABC_max_Row,ABC_range_Row,A/B_Row,A/C_Row,B/C_Row,A_CovalentRadius,B_CovalentRadius,C_CovalentRadius,ABC_sum_CovalentRadius,ABC_mean_CovalentRadius,ABC_reduce_CovalentRadius,ABC_min_CovalentRadius,ABC_max_CovalentRadius,ABC_range_CovalentRadius,A/B_CovalentRadius,A/C_CovalentRadius,B/C_CovalentRadius,A_Electronegativity,B_Electronegativity,C_Electronegativity,ABC_sum_Electronegativity,ABC_mean_Electronegativity,ABC_reduce_Electronegativity,ABC_min_Electronegativity,ABC_max_Electronegativity,ABC_range_Electronegativity,A/B_Electronegativity,A/C_Electronegativity,B/C_Electronegativity,A_NsValence,B_NsValence,C_NsValence,ABC_sum_NsValence,ABC_mean_NsValence,ABC_reduce_NsValence,ABC_min_NsValence,ABC_max_NsValence,ABC_range_NsValence,A/B_NsValence,A/C_NsValence,B/C_NsValence,A_NpValence,B_NpValence,C_NpValence,ABC_sum_NpValence,ABC_mean_NpValence,ABC_reduce_NpValence,ABC_min_NpValence,ABC_max_NpValence,ABC_range_NpValence,A/B_NpValence,A/C_NpValence,B/C_NpValence,A_NdValence,B_NdValence,C_NdValence,ABC_sum_NdValence,ABC_mean_NdValence,ABC_reduce_NdValence,ABC_min_NdValence,ABC_max_NdValence,ABC_range_NdValence,A/B_NdValence,A/C_NdValence,B/C_NdValence,A_NfValence,B_NfValence,C_NfValence,ABC_sum_NfValence,ABC_mean_NfValence,ABC_reduce_NfValence,ABC_min_NfValence,ABC_max_NfValence,ABC_range_NfValence,A/B_NfValence,A/C_NfValence,B/C_NfValence,A_NValence,B_NValence,C_NValence,ABC_sum_NValence,ABC_mean_NValence,ABC_reduce_NValence,ABC_min_NValence,ABC_max_NValence,ABC_range_NValence,A/B_NValence,A/C_NValence,B/C_NValence,A_NsUnfilled,B_NsUnfilled,C_NsUnfilled,ABC_sum_NsUnfilled,ABC_mean_NsUnfilled,ABC_reduce_NsUnfilled,ABC_min_NsUnfilled,ABC_max_NsUnfilled,ABC_range_NsUnfilled,A/B_NsUnfilled,A/C_NsUnfilled,B/C_NsUnfilled,A_NpUnfilled,B_NpUnfilled,C_NpUnfilled,ABC_sum_NpUnfilled,ABC_mean_NpUnfilled,ABC_reduce_NpUnfilled,ABC_min_NpUnfilled,ABC_max_NpUnfilled,ABC_range_NpUnfilled,A/B_NpUnfilled,A/C_NpUnfilled,B/C_NpUnfilled,A_NdUnfilled,B_NdUnfilled,C_NdUnfilled,ABC_sum_NdUnfilled,ABC_mean_NdUnfilled,ABC_reduce_NdUnfilled,ABC_min_NdUnfilled,ABC_max_NdUnfilled,ABC_range_NdUnfilled,A/B_NdUnfilled,A/C_NdUnfilled,B/C_NdUnfilled,A_NfUnfilled,B_NfUnfilled,C_NfUnfilled,ABC_sum_NfUnfilled,ABC_mean_NfUnfilled,ABC_reduce_NfUnfilled,ABC_min_NfUnfilled,ABC_max_NfUnfilled,ABC_range_NfUnfilled,A/B_NfUnfilled,A/C_NfUnfilled,B/C_NfUnfilled,A_NUnfilled,B_NUnfilled,C_NUnfilled,ABC_sum_NUnfilled,ABC_mean_NUnfilled,ABC_reduce_NUnfilled,ABC_min_NUnfilled,ABC_max_NUnfilled,ABC_range_NUnfilled,A/B_NUnfilled,A/C_NUnfilled,B/C_NUnfilled,A_GSvolume_pa,B_GSvolume_pa,C_GSvolume_pa,ABC_sum_GSvolume_pa,ABC_mean_GSvolume_pa,ABC_reduce_GSvolume_pa,ABC_min_GSvolume_pa,ABC_max_GSvolume_pa,ABC_range_GSvolume_pa,A/B_GSvolume_pa,A/C_GSvolume_pa,B/C_GSvolume_pa,A_GSbandgap,B_GSbandgap,C_GSbandgap,ABC_sum_GSbandgap,ABC_mean_GSbandgap,ABC_reduce_GSbandgap,ABC_min_GSbandgap,ABC_max_GSbandgap,ABC_range_GSbandgap,A/B_GSbandgap,A/C_GSbandgap,B/C_GSbandgap,A_GSmagmom,B_GSmagmom,C_GSmagmom,ABC_sum_GSmagmom,ABC_mean_GSmagmom,ABC_reduce_GSmagmom,ABC_min_GSmagmom,ABC_max_GSmagmom,ABC_range_GSmagmom,A/B_GSmagmom,A/C_GSmagmom,B/C_GSmagmom,A_SpaceGroupNumber,B_SpaceGroupNumber,C_SpaceGroupNumber,ABC_sum_SpaceGroupNumber,ABC_mean_SpaceGroupNumber,ABC_reduce_SpaceGroupNumber,ABC_min_SpaceGroupNumber,ABC_max_SpaceGroupNumber,ABC_range_SpaceGroupNumber,A/B_SpaceGroupNumber,A/C_SpaceGroupNumber,B/C_SpaceGroupNumber
La0.67Sr0.33Mn1O3,50.73,25,24,99.73,19.946,5.41383,24,50.73,26.73,2.0292,2.11375,1.04167,11.35,52,261,324.35,64.87,8.41533,11.35,261,249.65,0.218269,0.0434866,0.199234,121.981,54.938,47.9982,224.918,44.9835,11.2483,47.9982,121.981,73.9831,2.22034,2.54137,1.14459,1145.81,1519,164.4,2829.21,565.842,50.558,164.4,1519,1354.6,0.754319,6.96965,9.23966,2.67,7,48,57.67,11.534,1.72447,2.67,48,45.33,0.381429,0.055625,0.145833,5.67,4,6,15.67,3.134,1.07949,4,6,2,1.4175,0.945,0.666667,203.04,139,198,540.04,108.008,36.6691,139,203.04,64.04,1.46072,1.02545,0.70202,1.0505,1.55,10.32,12.9205,2.5841,0.529721,1.0505,10.32,9.2695,0.677742,0.101793,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.67,5,0,5.67,1.134,INF,0,5,5,0.134,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.67,7,18,27.67,5.534,1.46187,2.67,18,15.33,0.381429,0.148333,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.03,5,0,11.03,2.206,INF,0,6.03,6.03,1.206,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.03,5,6,17.03,3.406,1.15495,5,6.03,1.03,1.206,1.005,0.833333,42.6172,10.4876,27.315,80.4198,16.084,4.37359,10.4876,42.6172,32.1296,4.06359,1.56021,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,204.23,217,36,457.23,91.446,10.7714,36,217,181,0.941152,5.67306,6.02778
La0.7Sr0.3Mn1O3,51.3,25,24,100.3,20.06,5.42025,24,51.3,27.3,2.052,2.1375,1.04167,11.5,52,261,324.5,64.9,8.49751,11.5,261,249.5,0.221154,0.0440613,0.199234,123.52,54.938,47.9982,226.456,45.2912,11.2612,47.9982,123.52,75.5216,2.24835,2.57343,1.14459,1150.1,1519,164.4,2833.5,566.7,50.5664,164.4,1519,1354.6,0.757143,6.99574,9.23966,2.7,7,48,57.7,11.54,1.73693,2.7,48,45.3,0.385714,0.05625,0.145833,5.7,4,6,15.7,3.14,1.08057,4,6,2,1.425,0.95,0.666667,203.4,139,198,540.4,108.08,36.6809,139,203.4,64.4,1.46331,1.02727,0.70202,1.055,1.55,10.32,12.925,2.585,0.530863,1.055,10.32,9.265,0.680645,0.102229,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.7,5,0,5.7,1.14,INF,0,5,5,0.14,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.7,7,18,27.7,5.54,1.47082,2.7,18,15.3,0.385714,0.15,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.3,5,0,11.3,2.26,INF,0,6.3,6.3,1.26,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.3,5,6,17.3,3.46,1.16451,5,6.3,1.3,1.26,1.05,0.833333,42.0973,10.4876,27.315,79.8998,15.98,4.36805,10.4876,42.0973,31.6097,4.01401,1.54118,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,203.3,217,36,456.3,91.26,10.7688,36,217,181,0.936866,5.64722,6.02778
La0.7Sr0.3Mn0.95Fe0.05O3,51.3,25.05,24,100.35,20.07,5.4226,24,51.3,27.3,2.0479,2.1375,1.04375,11.5,52.15,261,324.65,64.93,8.50151,11.5,261,249.5,0.220518,0.0440613,0.199808,123.52,54.9834,47.9982,226.501,45.3003,11.2631,47.9982,123.52,75.5216,2.24649,2.57343,1.14553,1150.1,1533.6,164.4,2848.1,569.62,50.5824,164.4,1533.6,1369.2,0.749935,6.99574,9.32847,2.7,7.05,48,57.75,11.55,1.73999,2.7,48,45.3,0.382979,0.05625,0.146875,5.7,4,6,15.7,3.14,1.08057,4,6,2,1.425,0.95,0.666667,203.4,138.65,198,540.05,108.01,36.6564,138.65,203.4,64.75,1.467,1.02727,0.700253,1.055,1.564,10.32,12.939,2.5878,0.532495,1.055,10.32,9.265,0.674552,0.102229,0.15155,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.7,5.05,0,5.75,1.15,INF,0,5.05,5.05,0.138614,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.7,7.05,18,27.75,5.55,1.47301,2.7,18,15.3,0.382979,0.15,0.391667,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.3,4.95,0,11.25,2.25,INF,0,6.3,6.3,1.27273,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.3,4.95,6,17.25,3.45,1.16178,4.95,6.3,1.35,1.27273,1.05,0.825,42.0973,10.4997,27.315,79.912,15.9824,4.37015,10.4997,42.0973,31.5975,4.00937,1.54118,0.384393,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.105828,0,0.105828,0.0211656,INF,0,0.105828,0.105828,0,INF,INF,203.3,217.6,36,456.9,91.38,10.7703,36,217.6,181.6,0.934283,5.64722,6.04444
La0.7Sr0.3Mn0.9Cr0.1O3,51.3,24.9,24,100.2,20.04,5.41554,24,51.3,27.3,2.06024,2.1375,1.0375,11.5,51.7,261,324.2,64.84,8.48946,11.5,261,249.5,0.222437,0.0440613,0.198084,123.52,54.6439,47.9982,226.162,45.2324,11.2488,47.9982,123.52,75.5216,2.26045,2.57343,1.13846,1150.1,1585.1,164.4,2899.6,579.92,50.6367,164.4,1585.1,1420.7,0.725569,6.99574,9.64173,2.7,6.9,48,57.6,11.52,1.73071,2.7,48,45.3,0.391304,0.05625,0.14375,5.7,4,6,15.7,3.14,1.08057,4,6,2,1.425,0.95,0.666667,203.4,139,198,540.4,108.08,36.6809,139,203.4,64.4,1.46331,1.02727,0.70202,1.055,1.561,10.32,12.936,2.5872,0.532147,1.055,10.32,9.265,0.675849,0.102229,0.15126,2,1.9,6,9.9,1.98,0.655172,1.9,6,4.1,1.05263,0.333333,0.316667,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.7,5,0,5.7,1.14,INF,0,5,5,0.14,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.7,6.9,18,27.6,5.52,1.46635,2.7,18,15.3,0.391304,0.15,0.383333,0,0.1,0,0.1,0.02,INF,0,0.1,0.1,0,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.3,5,0,11.3,2.26,INF,0,6.3,6.3,1.26,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.3,5.1,6,17.4,3.48,1.16985,5.1,6.3,1.2,1.23529,1.05,0.85,42.0973,10.5578,27.315,79.9701,15.994,4.38019,10.5578,42.0973,31.5394,3.9873,1.54118,0.386521,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000279109,0,0.000279109,5.58E-05,INF,0,0.000279109,0.000279109,0,INF,INF,203.3,218.2,36,457.5,91.5,10.7718,36,218.2,182.2,0.931714,5.64722,6.06111
La0.7Sr0.3Mn0.85Cr0.15O3,51.3,24.85,24,100.15,20.03,5.41317,24,51.3,27.3,2.06439,2.1375,1.03542,11.5,51.55,261,324.05,64.81,8.4854,11.5,261,249.5,0.223084,0.0440613,0.19751,123.52,54.4968,47.9982,226.015,45.203,11.2425,47.9982,123.52,75.5216,2.26655,2.57343,1.13539,1150.1,1618.15,164.4,2932.65,586.53,50.6697,164.4,1618.15,1453.75,0.71075,6.99574,9.84276,2.7,6.85,48,57.55,11.51,1.72755,2.7,48,45.3,0.394161,0.05625,0.142708,5.7,4,6,15.7,3.14,1.08057,4,6,2,1.425,0.95,0.666667,203.4,139,198,540.4,108.08,36.6809,139,203.4,64.4,1.46331,1.02727,0.70202,1.055,1.5665,10.32,12.9415,2.5883,0.532785,1.055,10.32,9.265,0.673476,0.102229,0.151793,2,1.85,6,9.85,1.97,0.649123,1.85,6,4.15,1.08108,0.333333,0.308333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.7,5,0,5.7,1.14,INF,0,5,5,0.14,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.7,6.85,18,27.55,5.51,1.46408,2.7,18,15.3,0.394161,0.15,0.380556,0,0.15,0,0.15,0.03,INF,0,0.15,0.15,0,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.3,5,0,11.3,2.26,INF,0,6.3,6.3,1.26,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.3,5.15,6,17.45,3.49,1.17246,5.15,6.3,1.15,1.2233,1.05,0.858333,42.0973,10.5929,27.315,80.0052,16.001,4.38622,10.5929,42.0973,31.5043,3.97408,1.54118,0.387807,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000263603,0,0.000263603,5.27E-05,INF,0,0.000263603,0.000263603,0,INF,INF,203.3,218.8,36,458.1,91.62,10.7732,36,218.8,182.8,0.929159,5.64722,6.07778
La0.7Sr0.3Mn0.85Fe0.15O3,51.3,25.15,24,100.45,20.09,5.42727,24,51.3,27.3,2.03976,2.1375,1.04792,11.5,52.45,261,324.95,64.99,8.50944,11.5,261,249.5,0.219256,0.0440613,0.200958,123.52,55.0741,47.9982,226.592,45.3184,11.2669,47.9982,123.52,75.5216,2.24279,2.57343,1.14742,1150.1,1562.8,164.4,2877.3,575.46,50.6136,164.4,1562.8,1398.4,0.735923,6.99574,9.50608,2.7,7.15,48,57.85,11.57,1.74602,2.7,48,45.3,0.377622,0.05625,0.148958,5.7,4,6,15.7,3.14,1.08057,4,6,2,1.425,0.95,0.666667,203.4,137.95,198,539.35,107.87,36.6073,137.95,203.4,65.45,1.47445,1.02727,0.696717,1.055,1.592,10.32,12.967,2.5934,0.535703,1.055,10.32,9.265,0.662688,0.102229,0.154264,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.7,5.15,0,5.85,1.17,INF,0,5.15,5.15,0.135922,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.7,7.15,18,27.85,5.57,1.47733,2.7,18,15.3,0.377622,0.15,0.397222,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.3,4.85,0,11.15,2.23,INF,0,6.3,6.3,1.29897,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.3,4.85,6,17.15,3.43,1.15618,4.85,6.3,1.45,1.29897,1.05,0.808333,42.0973,10.5239,27.315,79.9362,15.9872,4.37434,10.5239,42.0973,31.5733,4.00014,1.54118,0.385281,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.316863,0,0.316863,0.0633726,INF,0,0.316863,0.316863,0,INF,INF,203.3,218.8,36,458.1,91.62,10.7732,36,218.8,182.8,0.929159,5.64722,6.07778
La0.68Nd0.02Ba0.3Mn0.9Cr0.1O3,56.76,24.9,24,105.66,21.132,5.4711,24,56.76,32.76,2.27952,2.365,1.0375,11.92,51.7,261,324.62,64.924,8.71617,11.92,261,249.08,0.230561,0.0456705,0.198084,138.539,54.6439,47.9982,241.181,48.2361,11.3609,47.9982,138.539,90.5405,2.5353,2.88633,1.13846,1137.12,1585.1,164.4,2886.62,577.324,50.6112,164.4,1585.1,1420.7,0.717381,6.91679,9.64173,2.7,6.9,48,57.6,11.52,1.73071,2.7,48,45.3,0.391304,0.05625,0.14375,6,4,6,16,3.2,1.09091,4,6,2,1.5,1,0.666667,209.28,139,198,546.28,109.256,36.8677,139,209.28,70.28,1.50561,1.05697,0.70202,1.0378,1.561,10.32,12.9188,2.58376,0.527735,1.0378,10.32,9.2822,0.66483,0.100562,0.15126,2,1.9,6,9.9,1.98,0.655172,1.9,6,4.1,1.05263,0.333333,0.316667,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.68,5,0,5.68,1.136,INF,0,5,5,0.136,INF,INF,0.08,0,0,0.08,0.016,INF,0,0.08,0.08,INF,INF,INF,2.76,6.9,18,27.66,5.532,1.48387,2.76,18,15.24,0.4,0.153333,0.383333,0,0.1,0,0.1,0.02,INF,0,0.1,0.1,0,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.12,5,0,11.12,2.224,INF,0,6.12,6.12,1.224,INF,INF,0.2,0,0,0.2,0.04,INF,0,0.2,0.2,INF,INF,INF,6.32,5.1,6,17.42,3.484,1.17054,5.1,6.32,1.22,1.23922,1.05333,0.85,44.8635,10.5578,27.315,82.7363,16.5473,4.40847,10.5578,44.8635,34.3057,4.24931,1.64245,0.386521,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000279109,0,0.000279109,5.58E-05,INF,0,0.000279109,0.000279109,0,INF,INF,204.5,218.2,36,458.7,91.74,10.7751,36,218.2,182.2,0.937214,5.68056,6.06111
La0.7Ba0.3Mn0.9Cr0.1O3,56.7,24.9,24,105.6,21.12,5.47054,24,56.7,32.7,2.27711,2.3625,1.0375,11.8,51.7,261,324.5,64.9,8.65184,11.8,261,249.2,0.22824,0.0452107,0.198084,138.432,54.6439,47.9982,241.074,48.2148,11.3602,47.9982,138.432,90.4337,2.53335,2.88411,1.13846,1135.1,1585.1,164.4,2884.6,576.92,50.6072,164.4,1585.1,1420.7,0.716106,6.9045,9.64173,2.7,6.9,48,57.6,11.52,1.73071,2.7,48,45.3,0.391304,0.05625,0.14375,6,4,6,16,3.2,1.09091,4,6,2,1.5,1,0.666667,209.4,139,198,546.4,109.28,36.8714,139,209.4,70.4,1.50647,1.05758,0.70202,1.037,1.561,10.32,12.918,2.5836,0.527528,1.037,10.32,9.283,0.664318,0.100484,0.15126,2,1.9,6,9.9,1.98,0.655172,1.9,6,4.1,1.05263,0.333333,0.316667,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.7,5,0,5.7,1.14,INF,0,5,5,0.14,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.7,6.9,18,27.6,5.52,1.46635,2.7,18,15.3,0.391304,0.15,0.383333,0,0.1,0,0.1,0.02,INF,0,0.1,0.1,0,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.3,5,0,11.3,2.26,INF,0,6.3,6.3,1.26,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.3,5.1,6,17.4,3.48,1.16985,5.1,6.3,1.2,1.23529,1.05,0.85,44.9053,10.5578,27.315,82.7781,16.5556,4.40887,10.5578,44.9053,34.3474,4.25327,1.64398,0.386521,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000279109,0,0.000279109,5.58E-05,INF,0,0.000279109,0.000279109,0,INF,INF,204.5,218.2,36,458.7,91.74,10.7751,36,218.2,182.2,0.937214,5.68056,6.06111
La0.7Sr0.3Mn0.9Fe0.1O3,51.3,25.1,24,100.4,20.08,5.42494,24,51.3,27.3,2.04382,2.1375,1.04583,11.5,52.3,261,324.8,64.96,8.50548,11.5,261,249.5,0.219885,0.0440613,0.200383,123.52,55.0287,47.9982,226.547,45.3094,11.265,47.9982,123.52,75.5216,2.24464,2.57343,1.14648,1150.1,1548.2,164.4,2862.7,572.54,50.5981,164.4,1548.2,1383.8,0.742863,6.99574,9.41727,2.7,7.1,48,57.8,11.56,1.74302,2.7,48,45.3,0.380282,0.05625,0.147917,5.7,4,6,15.7,3.14,1.08057,4,6,2,1.425,0.95,0.666667,203.4,138.3,198,539.7,107.94,36.6319,138.3,203.4,65.1,1.47072,1.02727,0.698485,1.055,1.578,10.32,12.953,2.5906,0.534109,1.055,10.32,9.265,0.668568,0.102229,0.152907,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.7,5.1,0,5.8,1.16,INF,0,5.1,5.1,0.137255,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.7,7.1,18,27.8,5.56,1.47518,2.7,18,15.3,0.380282,0.15,0.394444,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.3,4.9,0,11.2,2.24,INF,0,6.3,6.3,1.28571,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.3,4.9,6,17.2,3.44,1.159,4.9,6.3,1.4,1.28571,1.05,0.816667,42.0973,10.5118,27.315,79.9241,15.9848,4.37225,10.5118,42.0973,31.5854,4.00475,1.54118,0.384837,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.211345,0,0.211345,0.0422691,INF,0,0.211345,0.211345,0,INF,INF,203.3,218.2,36,457.5,91.5,10.7718,36,218.2,182.2,0.931714,5.64722,6.06111
La0.7Ba0.3Mn0.9Fe0.1O3,56.7,25.1,24,105.8,21.16,5.48013,24,56.7,32.7,2.25896,2.3625,1.04583,11.8,52.3,261,325.1,65.02,8.66848,11.8,261,249.2,0.225621,0.0452107,0.200383,138.432,55.0287,47.9982,241.459,48.2918,11.3768,47.9982,138.432,90.4337,2.51563,2.88411,1.14648,1135.1,1548.2,164.4,2847.7,569.54,50.5687,164.4,1548.2,1383.8,0.733174,6.9045,9.41727,2.7,7.1,48,57.8,11.56,1.74302,2.7,48,45.3,0.380282,0.05625,0.147917,6,4,6,16,3.2,1.09091,4,6,2,1.5,1,0.666667,209.4,138.3,198,545.7,109.14,36.8219,138.3,209.4,71.1,1.5141,1.05758,0.698485,1.037,1.578,10.32,12.935,2.587,0.529456,1.037,10.32,9.283,0.657161,0.100484,0.152907,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.7,5.1,0,5.8,1.16,INF,0,5.1,5.1,0.137255,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.7,7.1,18,27.8,5.56,1.47518,2.7,18,15.3,0.380282,0.15,0.394444,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.3,4.9,0,11.2,2.24,INF,0,6.3,6.3,1.28571,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.3,4.9,6,17.2,3.44,1.159,4.9,6.3,1.4,1.28571,1.05,0.816667,44.9053,10.5118,27.315,82.7321,16.5464,4.40083,10.5118,44.9053,34.3934,4.27188,1.64398,0.384837,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.211345,0,0.211345,0.0422691,INF,0,0.211345,0.211345,0,INF,INF,204.5,218.2,36,458.7,91.74,10.7751,36,218.2,182.2,0.937214,5.68056,6.06111
La0.67Ca0.33Mn1O3,44.79,25,24,93.79,18.758,5.33828,24,44.79,20.79,1.7916,1.86625,1.04167,11.02,52,261,324.02,64.804,8.23254,11.02,261,249.98,0.211923,0.0422222,0.199234,106.292,54.938,47.9982,209.229,41.8457,11.0972,47.9982,106.292,58.2942,1.93477,2.21451,1.14459,1167.26,1519,164.4,2850.66,570.132,50.5991,164.4,1519,1354.6,0.76844,7.10012,9.23966,2.67,7,48,57.67,11.534,1.72447,2.67,48,45.33,0.381429,0.055625,0.145833,5.34,4,6,15.34,3.068,1.06693,4,6,2,1.335,0.89,0.666667,196.77,139,198,533.77,106.754,36.4593,139,198,59,1.41561,0.993788,0.70202,1.067,1.55,10.32,12.937,2.5874,0.533884,1.067,10.32,9.253,0.688387,0.103391,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.67,5,0,5.67,1.134,INF,0,5,5,0.134,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.67,7,18,27.67,5.534,1.46187,2.67,18,15.33,0.381429,0.148333,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.03,5,0,11.03,2.206,INF,0,6.03,6.03,1.206,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.03,5,6,17.03,3.406,1.15495,5,6.03,1.03,1.206,1.005,0.833333,37.1854,10.4876,27.315,74.988,14.9976,4.30899,10.4876,37.1854,26.6978,3.54566,1.36136,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,204.23,217,36,457.23,91.446,10.7714,36,217,181,0.941152,5.67306,6.02778
